1019; 1019; 1019; 770; 544; 493;
1019; 1019; 1019; 774; 549; 490;
1018; 1019; 1019; 772; 542; 480;
1019; 1019; 1018; 774; 546; 483;
1018; 1019; 1019; 775; 548; 484;
1018; 1018; 1019; 774; 548; 484;
1019; 1019; 1019; 774; 547; 483;
1019; 1019; 1019; 774; 548; 484;
1018; 1019; 1019; 774; 547; 483;
1019; 1019; 1019; 773; 545; 481;
1018; 1019; 1019; 774; 546; 481;
1019; 1018; 1019; 773; 544; 479;
1018; 1019; 1019; 773; 544; 480;
